Country,Year,Access to Electricity(%),Food Production Index,Population Density,Unemployed Labour(%),"Road Accident Mortality(per 100,000 people)",Electric power consumption(kWh/Capita),GDP Deflator,GDP/Capita($),Literacy Rate Adult,Immunization(Measles %),Immunization(DPT %),Life Expectancy at Birth,Total greenhouse gas emissions (kt of CO2 equivalent),Rural Population(%)
East Asia & Pacific,2006,94.80459658,0.15556128,87.89765954,4.304650552,19.22129924,2433.520338,3.994280954,5136.725347,92.67111206,90.16813384,88.99002,72.9216443,12348680,52.19065845
East Asia & Pacific,2007,94.87062837,0.15842581,88.51319249,4.246192596,19.15661695,2645.087857,3.164289755,5702.471455,93.66002655,89.71876194,89.05844119,73.20093388,13070020,51.1556886
East Asia & Pacific,2008,95.29854404,0.166642146,89.14151267,4.364740119,18.821548,2699.324582,7.795346037,6527.379048,93.9256897,91.98376689,92.34557779,73.4698955,13315920,50.11429926
East Asia & Pacific,2009,95.1435447,0.171028123,89.75301393,4.43597753,18.85458606,2794.557279,2.437842289,6674.033145,94.2469101,92.95946861,93.72642186,73.75912516,13881370,49.08255884
East Asia & Pacific,2010,95.54155542,0.174617677,90.35964799,4.198877173,18.73626204,3075.400239,3.602984573,7722.482553,94.26799011,93.15250165,93.37906268,74.01299917,14870050,48.05466292
East Asia & Pacific,2011,96.12813726,0.179569631,90.96505503,4.091287034,18.87580908,3274.390066,3.897897005,8889.221192,94.07524109,93.95423759,94.06826985,74.26594882,15983960,47.12311613
East Asia & Pacific,2012,96.37029485,0.18601529,91.58522496,4.065747004,18.47654284,3391.498864,2.641942268,9444.599259,94.31336212,94.14298858,95.09825013,74.56212909,16400380,46.22598732
East Asia & Pacific,2013,96.57167755,0.188694843,92.20849632,4.037952591,17.94668303,3580.93915,1.778745892,9486.569822,94.42037201,95.02309452,93.769217,74.84821672,16796060,45.33635177
East Asia & Pacific,2014,96.72053972,0.191510263,92.84071543,4.006021361,17.28781653,3677.503,2.467466784,9717.220548,94.91773224,94.38734437,93.63297899,75.12518901,16864800,44.44755426
East Asia & Pacific (IDA & IBRD countries),2000,92.52949604,0.130372809,113.2881998,3.439532565,20.79761918,876.3682606,3.150401381,964.5359749,90.43612671,83.00985853,83.43567112,70.19841517,6114620,63.7289359
East Asia & Pacific (IDA & IBRD countries),2001,93.07354497,0.132619646,114.3468194,3.842397973,21.13202266,942.3342297,3.43515087,1017.955942,90.89234161,83.43731072,83.9010865,70.49794359,6343290,62.68771241
East Asia & Pacific (IDA & IBRD countries),2002,92.31046926,0.137971381,115.359996,4.129555113,21.31029133,1033.625495,3.81026382,1118.592545,91.27606964,82.86075853,82.0734967,70.79723064,6692210,61.56517741
East Asia & Pacific (IDA & IBRD countries),2003,92.54867624,0.140745771,116.3313801,4.425774428,20.5413022,1173.382893,3.245532103,1254.144049,91.65274811,83.61639793,83.87210801,71.09519763,7371340,60.43030059
East Asia & Pacific (IDA & IBRD countries),2004,93.49377749,0.147148858,117.275116,4.408999665,20.12097475,1331.441823,5.140125478,1442.499348,91.99475098,85.48997248,84.85025192,71.3903258,8186430,59.2843697
East Asia & Pacific (IDA & IBRD countries),2005,93.1324753,0.152094083,118.2139748,4.467627322,20.28014436,1476.951629,6.076678825,1657.903631,92.36782074,85.52402736,84.72917967,71.68224162,8946270,58.13408217
East Asia & Pacific (IDA & IBRD countries),2006,94.20669698,0.156020509,119.1269412,4.353855841,20.15318095,1666.712487,4.631109399,1982.333142,92.79653931,89.64594686,88.44684025,71.97078284,9666270,57.00867502
East Asia & Pacific (IDA & IBRD countries),2007,94.28230547,0.1603827,120.0105418,4.317301034,20.24279342,1879.529619,4.881323357,2490.388367,93.88739777,89.28307527,88.59170639,72.2573864,10352800,55.89551802
East Asia & Pacific (IDA & IBRD countries),2008,94.76013559,0.169092262,120.89133,4.444795792,19.93519444,1969.345694,8.316868498,3124.303639,94.12741852,91.77664651,92.10159628,72.54253415,10670870,54.77750643
East Asia & Pacific (IDA & IBRD countries),2009,95.47322618,0.173704738,121.7658389,4.39669499,19.98889864,2100.064958,1.907667237,3366.269985,94.45156097,92.85188884,93.61772363,72.82629571,11287570,53.66011739
East Asia & Pacific (IDA & IBRD countries),2010,95.87913261,0.177936766,122.6389657,4.14408583,19.891412,2351.640574,4.89946188,4049.422511,94.54157257,92.96673547,93.24366389,73.11046429,12196990,52.54182893
East Asia & Pacific (IDA & IBRD countries),2011,96.51171575,0.183343918,123.5203782,4.079836029,20.09323323,2603.16806,7.465943034,4907.543722,94.38781738,93.8139849,93.89058508,73.3973078,13139830,51.48922429
East Asia & Pacific (IDA & IBRD countries),2012,96.75638335,0.189909717,124.420244,4.069693076,19.662321,2743.834384,3.576513521,5432.816401,94.61257935,93.94423763,94.98792465,73.68548502,13508020,50.46488616
East Asia & Pacific (IDA & IBRD countries),2013,96.95500882,0.192457281,125.3304992,4.056227396,19.11626915,2961.686459,2.111236257,5953.112445,94.71494293,94.93241658,93.63837964,73.97309952,13991740,49.4475158
East Asia & Pacific (IDA & IBRD countries),2014,97.09410453,0.195073388,126.2495434,4.034880803,18.40875656,3079.764385,3.023894237,6370.399755,95.13671112,94.13332434,93.4824602,74.25837169,14091980,48.43297111
East Asia & Pacific (excluding high income),2000,92.52939546,0.13034963,113.8742382,3.43295761,20.82163445,874.2819885,3.150401381,953.6948538,90.55647278,82.94389581,83.07443707,70.13617325,6203940,63.43588414
East Asia & Pacific (excluding high income),2001,93.07345294,0.132679201,114.9376989,3.830016074,21.14676043,939.6999946,3.624905529,1006.519389,91.00655365,83.54150536,83.63458426,70.44228545,6435720,62.40693853
East Asia & Pacific (excluding high income),2002,92.3103665,0.138012202,115.9562372,4.113551398,21.32530477,1029.55246,4.231091814,1106.029695,91.38469696,83.0611425,81.83427474,70.74836533,6781850,61.29755523
East Asia & Pacific (excluding high income),2003,92.54857721,0.140785678,116.9330716,4.405636445,20.57233889,1168.008014,3.245532103,1240.040926,91.75576782,83.76940521,83.65877061,71.05126632,7462280,60.17595277
East Asia & Pacific (excluding high income),2004,93.49369402,0.147162029,117.8816495,4.388568053,20.15352968,1324.419036,5.140125478,1426.233129,92.09281921,85.61907553,84.67580377,71.34881739,8278680,59.04352428
East Asia & Pacific (excluding high income),2005,93.13238043,0.152091752,118.8241876,4.445635948,20.30940547,1468.433064,5.993786137,1639.177708,92.46089935,85.66565665,84.65172436,71.64072952,9041530,57.90698037
East Asia & Pacific (excluding high income),2006,94.20662621,0.155977786,119.7397101,4.332052856,20.1915578,1655.518859,4.867661336,1959.940273,92.88398743,89.73209983,88.4543404,71.92756969,9763770,56.79511
East Asia & Pacific (excluding high income),2007,94.28223378,0.160237449,120.6249978,4.294922459,20.28625948,1865.200124,5.329141752,2462.282857,93.96147156,89.40699116,88.63517094,72.21234651,10437830,55.69540258
East Asia & Pacific (excluding high income),2008,94.76007529,0.168947241,121.5067687,4.420156921,19.98242154,1954.600047,8.45943765,3089.111915,94.19860077,91.85270466,92.10035463,72.49664016,10763980,54.59093027
East Asia & Pacific (excluding high income),2009,94.60373693,0.173517991,122.3820729,4.375171093,20.03158925,2082.748902,2.172754763,3328.50091,94.51882935,92.91236014,93.61046766,72.78072417,11364100,53.48606162
East Asia & Pacific (excluding high income),2010,95.04764361,0.177724614,123.25616,4.126473387,19.93397765,2331.378972,5.479806242,4003.997163,94.60774231,93.03560116,93.24088263,73.06626429,12270650,52.37988409
East Asia & Pacific (excluding high income),2011,95.70095929,0.18310733,124.1387302,4.063121058,20.13568788,2578.691705,6.439175562,4852.566116,94.45590973,93.87052526,93.89177797,73.35512056,13199210,51.33852115
East Asia & Pacific (excluding high income),2012,95.97143596,0.189654799,125.0397993,4.053099153,19.70755906,2717.603801,3.353305237,5372.089949,94.67794037,94.00105813,94.99929912,73.64529838,13569140,50.32501075
East Asia & Pacific (excluding high income),2013,96.19661212,0.192203324,125.9512811,4.039910508,19.16707313,2932.355947,2.137303142,5886.701367,94.77902222,94.97843867,93.63115679,73.93437855,14042280,49.31834716
East Asia & Pacific (excluding high income),2014,96.36319365,0.194786358,126.871445,4.018109967,18.4718043,3048.80173,3.038474769,6299.480953,95.19567108,94.1890101,93.47693976,74.22047338,14146220,48.3144384
Ecuador,2000,93.53726196,72.32,51.05944194,4.8,13.5,634.8806805,-7.714066764,1445.279324,90.98403168,99,87,72.761,42360,39.701
Ecuador,2001,93.89373016,79.74,51.99975842,4.25,14.8,646.8617834,28.41427846,1894.616196,90.98403168,99,89,73.078,46750,39.201
Ecuador,2002,94.24191284,78.09,52.9210219,4.95,15,688.4790274,12.08527442,2172.101877,90.98403168,99,88,73.371,47130,38.882
Ecuador,2003,94.973044,82.35,53.83184893,5.66,15.1,715.7988397,10.59308704,2425.851842,90.98403168,99,87,73.641,47710,38.684
Ecuador,2004,94.90869904,85.45,54.74468513,5,13.8,823.8216174,4.261845701,2691.277685,90.98403168,99,88,73.887,50290,38.486
Ecuador,2005,95.83265,83.7,55.66854163,3.78,17.2,794.5268276,7.732711011,3002.138604,90.98403168,93,92,74.112,51790,38.289
Ecuador,2006,96.315259,86.77,56.60887019,3.55,18.5,862.4847513,8.000910822,3328.884156,90.98403168,97,96,74.319,54280,38.093
Ecuador,2007,96.812618,90.6,57.56383476,3.14,19.1,952.8170215,6.650502273,3567.837186,92.0967865,98,96,74.514,54400,37.896
Ecuador,2008,97.206576,94.8,58.52689644,3.92,19.9,1077.413327,13.8473189,4249.01897,92.3900528,98,96,74.705,55700,37.7
Ecuador,2009,96.470862,99.37,59.48788855,4.61,23,1104.950911,0.655537559,4231.619235,92.24976349,97,94,74.895,59010,37.505
Ecuador,2010,97.462142,104.09,60.44094862,4.09,24.5,1137.95685,7.46507997,4633.591284,91.85404205,95,91,75.089,61800,37.31
Ecuador,2011,96.872699,104.15,61.37818087,3.46,24.7,1212.026987,5.662656747,5200.555108,91.5868988,94,88,75.289,62780,37.149
Ecuador,2012,97.194929,100.12,62.30511757,3.24,22.3,1277.037196,4.985253061,5682.046108,92.06472778,96,87,75.495,63970,37.012
Ecuador,2013,98.034674,96.99,63.24477774,3.08,22.1,1329.367238,3.095049013,6056.331213,93.29463196,97,87,75.707,66980,36.875
Ecuador,2014,98.976067,100.45,64.22866806,3.48,24,1376.393633,3.030703069,6377.093929,94.22264099,85,83,75.923,67820,36.739
"Egypt, Arab Rep.",2000,97.7,70.09,69.1461761,8.98,11.2,976.9646224,3.94440699,1450.476242,67.33187103,98,98,68.602,181320,57.203
"Egypt, Arab Rep.",2001,97.3451767,68.67,70.47331559,9.26,10.7,1028.770654,1.867699847,1378.203383,67.33187103,97,99,68.796,193700,57.157
"Egypt, Arab Rep.",2002,97.56305695,74.33,71.81178763,10.01,11.5,1078.952963,3.165579065,1191.103239,67.33187103,97,97,68.961,198580,57.111
"Egypt, Arab Rep.",2003,98.8,77.44,73.15897534,11.01,12.3,1146.635584,6.777493605,1102.468199,67.33187103,98,98,69.116,202880,57.065
"Egypt, Arab Rep.",2004,97.96924591,78.93,74.5110985,10.32,10.7,1190.272786,11.66990834,1062.158092,67.33187103,97,97,69.271,216080,57.019
"Egypt, Arab Rep.",2005,99.4,82.71,75.86877894,11.2,10.8,1261.963549,6.212729509,1186.393313,67.33187103,98,98,69.434,234070,56.973
"Egypt, Arab Rep.",2006,99.04,87.49,77.22504395,10.49,11.1,1333.29136,7.359977727,1397.43669,66.36991119,98,98,69.608,244690,56.927
"Egypt, Arab Rep.",2007,98.5062561,90.88,78.58970717,8.8,12.8,1424.56825,12.59573982,1667.317998,66.36991119,97,98,69.788,259780,56.922
"Egypt, Arab Rep.",2008,99.8,95.12,80.00008137,8.52,13.2,1470.56458,12.20398447,2044.527804,66.36991119,92,97,69.971,268900,56.942
"Egypt, Arab Rep.",2009,98.86990356,95.11,81.50563966,9.09,12.9,1537.256725,11.18554227,2331.26884,66.36991119,95,97,70.159,274960,56.961
"Egypt, Arab Rep.",2010,99.44637299,90.1,83.13952886,8.76,13.7,1576.039626,10.10686463,2645.968759,72.04785156,96,97,70.349,276450,56.981
"Egypt, Arab Rep.",2011,99.48725128,93.26,84.91561706,11.85,13,1685.818794,11.66297635,2791.810766,72.04785156,96,96,70.543,283190,57
"Egypt, Arab Rep.",2012,99.7,98.1,86.81725853,12.6,10.2,1685.468926,19.48287747,3229.68563,73.86559296,93,93,70.736,293980,57.054
"Egypt, Arab Rep.",2013,99.82130432,95.81,88.80873173,13.15,10.5,1684.911332,8.712674575,3262.657586,72.44249725,96,97,70.928,291230,57.107
"Egypt, Arab Rep.",2014,99.8,99.48,90.83798081,13.11,12.3,1683.213258,11.2476245,3379.557986,72.44249725,93,94,71.117,297280,57.161
El Salvador,2000,84.519249,82.69,284.1665058,6.96,35.9,614.9869309,3.274520865,2001.540049,83.5594635,97,99,68.875,10760,41.088
El Salvador,2001,87.063829,80.43,286.0521718,6.96,35.3,626.6238187,3.315981844,2072.301591,83.5594635,95,92,69.162,11360,40.536
El Salvador,2002,87.54906,81.5,287.7480212,5.73,33.1,667.2102076,1.502694686,2124.10182,83.5594635,93,81,69.432,11560,39.986
El Salvador,2003,86.961151,79.11,289.289334,6.26,35.6,693.685014,2.968877057,2209.497245,83.5594635,90,94,69.68,12090,39.439
El Salvador,2004,87.357045,84.19,290.7239865,6.05,35.6,690.0958382,2.716266799,2278.43033,83.5594635,93,90,69.908,12390,38.893
El Salvador,2005,87.525839,87.22,292.0909266,7.22,29.7,755.4372647,4.267723845,2428.569111,83.5594635,99,89,70.124,12740,38.352
El Salvador,2006,89.201467,93.55,293.4070946,6.57,32.9,817.0220885,4.326762659,2631.822147,83.5594635,98,96,70.333,13210,37.813
El Salvador,2007,91.109558,94.25,294.6819498,6.41,30.9,882.1106454,4.38208669,2786.157922,82.02863312,99,99,70.542,13820,37.226
El Salvador,2008,91.000227,101.07,295.9347008,5.88,28.4,855.7076614,3.082068188,2933.39424,83.95130157,95,98,70.756,13260,36.322
El Salvador,2009,91.08402,100.09,297.1852317,7.33,24.6,846.0981558,-0.057017912,2858.483344,84.10289001,91,91,70.978,12870,35.43
El Salvador,2010,91.580238,91.71,298.4496622,4.89,22.3,857.0674999,2.647267169,2983.228806,84.49272156,92,89,71.21,12620,34.548
El Salvador,2011,92.574686,91.13,299.7377896,4.3,21.1,880.5959263,5.91076399,3266.012588,85.49398804,89,89,71.449,12550,33.675
El Salvador,2012,93.680571,101,301.0580116,3.84,19,915.6895517,2.548614973,3428.409332,85.49398804,93,92,71.692,12700,32.813
El Salvador,2013,95.043105,99.27,302.4167954,3.69,19,958.9733671,0.579452391,3509.528132,86.76757813,94,92,71.935,11940,31.964
El Salvador,2014,95.125416,99.78,303.8187259,4.15,20.4,937.0744722,1.011097593,3589.041296,86.76757813,95,94,72.175,12260,31.126
Estonia,2000,100,77.71,32.95553197,13.36,17.7,4540.492561,3.68470797,4070.609024,99.76719666,93,93,70.41707317,17530,30.632
Estonia,2001,100,75.05,32.7462845,13.13,16,4680.447946,6.80047198,4505.858332,99.76719666,95,94,70.25853659,17980,30.758
Estonia,2002,100,71.25,32.53951404,10.03,16.7,4767.462935,4.85766739,5341.628947,99.76719666,95,94,70.90487805,17550,30.884
Estonia,2003,100,69.62,32.33592828,11.29,13.6,5158.602778,3.8886128,7203.523038,99.76719666,95,94,71.31707317,19480,31.011
Estonia,2004,100,72.74,32.14319415,10.25,13.9,5429.525522,4.690470135,8914.103557,99.76719666,96,94,71.9097561,19620,31.138
Estonia,2005,100,78.03,31.95977825,8.03,14.7,5531.545829,5.925697703,10412.64431,99.76719666,96,96,72.56829268,19770,31.265
Estonia,2006,100,74.47,31.77188016,5.92,19.3,5869.424789,8.978579461,12639.40007,99.76719666,96,95,72.69146341,18530,31.393
Estonia,2007,100,84.53,31.62727058,4.59,17,6277.411463,12.35838818,16744.58445,99.76719666,96,95,72.81463415,22540,31.521
Estonia,2008,100,81.4,31.5425808,5.46,12.4,6364.56783,6.802523429,18204.96648,99.76719666,95,95,73.77073171,21000,31.649
Estonia,2009,100,83,31.48183534,13.55,8.8,5975.953811,-0.388681743,14711.73527,99.76719666,95,95,74.82439024,17590,31.777
Estonia,2010,100,79.04,31.41012031,16.71,6.8,6506.318181,1.822352304,14663.04461,99.76719666,95,94,75.42926829,21560,31.906
Estonia,2011,100,83.75,31.31490918,12.33,8.1,6314.414448,5.473736785,17464.92008,99.88578796,94,93,76.22926829,20690,32.035
Estonia,2012,100,89.2,31.20301958,10.02,6.8,6689.367776,4.072175623,17404.2008,99.88578796,94,94,76.32682927,19460,32.026
Estonia,2013,100,92.45,30.31969174,8.63,7.1,6664.658569,4.03124999,19050.58592,99.88578796,94,94,77.14146341,21870,31.878
Estonia,2014,100,97.32,30.24028065,7.35,6.1,6732.367473,2.915613323,20234.11742,99.88578796,93,93,77.03414634,20540,31.731
Europe & Central Asia,2000,99.9446378,0.156457759,31.37742316,9.811526346,15.05230122,4946.220461,3.958555467,11658.28285,96.42076111,90.74524364,92.88414548,73.02937654,8639930,31.25846432
Europe & Central Asia,2001,99.94953318,0.15698679,31.4180222,9.099718522,15.12587672,5037.670658,3.984881793,11770.93968,96.51696014,91.69273879,93.97225941,73.29341895,8708600,31.10142261
Europe & Central Asia,2002,99.95858746,0.158492333,31.4767094,9.13322816,15.14625132,5083.66683,3.496460329,12840.90267,96.69612122,90.91911647,92.87371038,73.40800271,8731890,30.89979561
Europe & Central Asia,2003,99.9711125,0.155629728,31.55913612,9.140059629,15.09548731,5197.602189,3.440363787,15595.7975,96.79019928,90.36535387,91.25826843,73.51599248,8968080,30.68918608
Europe & Central Asia,2004,99.95789257,0.164683518,31.65353145,9.116242851,14.70969019,5304.293415,3.839867082,18123.46392,96.91914368,91.42033617,93.8992817,73.95912136,9013880,30.47710183
Europe & Central Asia,2005,99.94727019,0.161221854,31.75010983,8.731927707,14.57145328,5383.534498,3.103057586,19237.07786,96.92446899,93.02468053,95.02574605,74.12110113,8991770,30.26293636
Europe & Central Asia,2006,99.94572046,0.161025694,31.85347203,8.089263423,14.17155742,5499.254051,3.528152195,20765.79236,97.07691193,94.4012691,95.25621735,74.61886358,9147060,30.04977772
Europe & Central Asia,2007,99.95410074,0.159931071,31.96835646,7.171463122,14.4721685,5557.635972,4.188724809,24175.36835,97.08747101,94.71534667,95.92905462,74.97698178,9156100,29.83500737
Europe & Central Asia,2008,99.96568909,0.169850906,32.10235588,7.091559221,13.08894228,5588.687428,4.789526621,26437.28206,97.24707031,94.76752535,95.87586125,75.24343241,9127610,29.62484521
Europe & Central Asia,2009,99.9704031,0.170265314,32.23029991,8.936479947,11.3606462,5300.392287,1.841891638,23165.81398,97.41752625,93.65300822,94.98656387,75.6430448,8520850,29.42267697
Europe & Central Asia,2010,99.96992514,0.164970439,32.35461607,9.017600149,10.58362098,5533.85515,1.886180109,23641.2205,97.58094788,93.35054061,94.38769753,75.94401852,8807230,29.22900312
Europe & Central Asia,2011,99.96340033,0.17610114,32.43622245,8.761266213,10.86776976,5494.302408,2.753789505,26141.01068,97.89367676,94.13256451,94.35137682,76.4599787,8826700,29.05311765
Europe & Central Asia,2012,99.97834475,0.169201158,32.57459788,8.969747338,10.47784319,5525.982502,2.243397076,25099.47492,97.99822235,94.72543231,95.74427814,76.6233616,8804070,28.87845109
Europe & Central Asia,2013,99.97571592,0.178665935,32.72872281,9.197365047,10.03775966,5463.687406,1.612122002,26102.893,98.06864166,95.00278662,95.80992017,76.9556184,8673230,28.70629358
Europe & Central Asia,2014,99.98242048,0.182870576,32.88697154,8.949873246,9.73510622,5376.554802,1.241591165,26335.22387,98.11634827,93.54699989,92.95817494,77.28278569,8405960,28.5344739
Europe & Central Asia (IDA & IBRD countries),2000,99.88022918,0.157799982,18.88996437,11.23878914,18.05652094,3344.164607,23.11594264,2057.391413,97.06623077,93.24333666,93.00841351,68.1571717,4233970,36.40307776
Europe & Central Asia (IDA & IBRD countries),2001,99.89039495,0.163076892,18.87110726,10.81651152,18.55316278,3385.336391,10.15643264,2096.229447,97.13755035,94.39144533,93.83180735,68.33977651,4254060,36.28666586
Europe & Central Asia (IDA & IBRD countries),2002,99.91020537,0.166805214,18.85808257,10.65225134,18.95734612,3402.58639,5.072593874,2357.59087,97.21595764,92.38973537,91.58832114,68.44220458,4303720,36.15017487
Europe & Central Asia (IDA & IBRD countries),2003,99.93712127,0.165750088,18.86407068,10.37144813,19.66701973,3525.499598,8.106239257,2897.757267,97.2803421,90.90315187,87.66012801,68.56191082,4465340,35.9979859
Europe & Central Asia (IDA & IBRD countries),2004,99.90800932,0.175142943,18.87858686,10.08616347,19.67950076,3626.268178,8.442109766,3749.13695,97.43356323,92.54805486,92.65353192,68.90476245,4517990,35.83907693
Europe & Central Asia (IDA & IBRD countries),2005,99.88439729,0.175772042,18.89616193,9.412807203,19.96751341,3711.917079,7.128622279,4689.900992,97.61785126,95.2400751,94.8797988,69.03776159,4534140,35.67608684
Europe & Central Asia (IDA & IBRD countries),2006,99.88062298,0.178143558,18.92249714,8.616375831,19.64884576,3894.671114,10.10695903,5663.705176,97.58544159,96.63622727,94.61399284,69.62345858,4712920,35.51153041
Europe & Central Asia (IDA & IBRD countries),2007,99.89872359,0.175770049,18.9524545,7.516512005,20.6792137,4004.964118,11.08352259,7270.742821,97.66927338,96.66332165,95.87750408,70.09352938,4776840,35.3387957
Europe & Central Asia (IDA & IBRD countries),2008,99.9241028,0.192991821,19.00460158,7.278561834,18.79966835,4076.73898,9.595583262,8975.490206,97.67836761,96.64071666,95.76298754,70.40605932,4848160,35.16704999
Europe & Central Asia (IDA & IBRD countries),2009,99.93445497,0.194088378,19.07729966,8.947120734,16.10179931,3866.380865,3.785551075,7093.373319,98.15779114,94.71550845,94.27803168,70.97351247,4530380,34.99868677
Europe & Central Asia (IDA & IBRD countries),2010,99.93936646,0.184888549,19.16086033,8.569219524,15.23546231,4076.582539,7.009283603,8289.886009,98.42804718,93.86599027,92.85450041,71.32053833,4734760,34.84124058
Europe & Central Asia (IDA & IBRD countries),2011,99.92639963,0.207843186,19.25802695,8.030922542,15.90993671,4173.156095,8.200847093,10017.72511,98.64798737,94.94425843,92.7565524,71.88014587,4920270,34.69929296
Europe & Central Asia (IDA & IBRD countries),2012,99.95649511,0.200378931,19.35563679,7.54874229,15.68245334,4234.296524,4.785569806,10406.48496,98.76374054,95.35533151,95.02857512,72.21330724,4920260,34.56546928
Europe & Central Asia (IDA & IBRD countries),2013,99.95125125,0.216940784,19.46302339,7.599512347,15.2353089,4203.160513,3.366824642,10973.16488,98.80722046,95.89974129,95.51622271,72.63095661,4863190,34.43066901
Europe & Central Asia (IDA & IBRD countries),2014,99.96473271,0.222236156,19.57010447,7.653562152,14.56556243,4230.860271,2.585382937,10319.43686,98.83760071,93.42938484,90.86497116,72.88173241,4774060,34.29265444
Europe & Central Asia (excluding high income),2000,99.86444773,0.155670818,17.30420739,10.68891368,18.03592786,3358.663727,23.46454819,1786.832638,96.86665344,92.95917984,92.62776047,67.55779547,3836410,36.10196633
Europe & Central Asia (excluding high income),2001,99.8759619,0.161281877,17.29290505,10.00720963,18.78301091,3401.917418,11.4009363,1777.380433,96.94550323,94.21244504,93.53782493,67.69915597,3855840,35.9838633
Europe & Central Asia (excluding high income),2002,99.89848514,0.16620726,17.28026071,9.692253191,19.17696695,3423.930284,5.803224097,2036.340577,97.03177643,91.96423272,91.02652345,67.78110673,3912270,35.83665424
Europe & Central Asia (excluding high income),2003,99.92889922,0.166145981,17.28739673,9.44729332,20.01267918,3548.112839,8.320774065,2567.129582,97.10565948,90.4492,86.81092532,67.90584809,4060870,35.65906943
Europe & Central Asia (excluding high income),2004,99.89596588,0.174952177,17.3032175,9.168401884,20.01114234,3648.96224,9.251965578,3398.188562,97.28276825,92.211792,92.18656478,68.25261285,4109400,35.4741437
Europe & Central Asia (excluding high income),2005,99.86924434,0.177086176,17.32157576,8.555185114,20.42033432,3740.080889,7.936643622,4301.295541,97.49642181,95.04293889,94.58560819,68.38942279,4124030,35.28467338
Europe & Central Asia (excluding high income),2006,99.86496966,0.180227041,17.34909534,8.082041269,20.14961356,3926.415979,10.60657936,5269.813793,97.45501709,96.48422637,94.30235839,69.01877997,4288250,35.09395919
Europe & Central Asia (excluding high income),2007,99.8854455,0.17601935,17.3804651,7.290327394,21.16283407,4039.982414,12.87270229,6811.456166,97.5509491,96.57253162,95.65265949,69.53270624,4350670,34.89437264
Europe & Central Asia (excluding high income),2008,99.91416147,0.195236968,17.43316268,7.280518755,19.04727784,4111.613646,12.04615359,8410.154001,97.55497742,96.54617937,95.52402574,69.84921827,4429090,34.69622111
Europe & Central Asia (excluding high income),2009,99.92588505,0.195849414,17.50606664,9.020240054,16.40677731,3893.44641,4.035303862,6585.407769,98.06336975,94.47068647,93.91558367,70.46219966,4129690,34.50254954
Europe & Central Asia (excluding high income),2010,99.93291775,0.186622218,17.59621049,8.432889907,15.59737081,4104.956679,7.768715481,7815.679282,98.37867737,93.5471946,92.37285718,70.79417891,4316660,34.32323336
Europe & Central Asia (excluding high income),2011,99.91861439,0.212311025,17.69464948,7.818524569,16.25863563,4203.988568,8.714229877,9601.425309,98.63468933,94.70880096,92.26660568,71.36997055,4506620,34.16033038
Europe & Central Asia (excluding high income),2012,99.95192047,0.203217616,17.79438528,7.217304958,16.18245464,4270.382121,5.345804418,10121.83497,98.76821899,95.1808555,94.7554864,71.73476082,4515530,34.00569932
Europe & Central Asia (excluding high income),2013,99.94616108,0.222161307,17.90502432,7.239885694,15.71740142,4232.753947,3.395480966,10689.03919,98.81671906,95.78064747,95.29341872,72.17342436,4464930,33.85110368
Europe & Central Asia (excluding high income),2014,99.96107675,0.226606274,18.01629554,7.426846242,15.02229191,4260.392512,3.25992158,9916.756704,98.84980774,93.21233934,90.41158071,72.39365767,4389600,33.69353029
Fragile and conflict affected situations,2000,32.46619483,6.888079854,28.85526259,5.646325321,26.16150256,405.1643706,9.777061275,735.8718461,60.74932861,50.22962367,47.95368164,54.49780062,1485280,65.10764561
Fragile and conflict affected situations,2001,35.42743457,7.477271968,29.58415064,5.652982762,26.33377878,416.081377,5.463091746,695.0224198,61.5615387,49.24636704,46.92672111,54.8302065,1515580,64.7360132
Fragile and conflict affected situations,2002,38.09493973,7.793280801,30.34487684,5.80559094,26.46612135,431.5689008,3.84176882,654.457558,62.0209198,49.60885588,48.31942804,55.21199109,1560400,64.37468521
Fragile and conflict affected situations,2003,40.03417206,8.433099143,31.13266617,5.790317616,26.28568024,427.2754189,5.111829176,656.5810048,61.98640823,52.31368661,51.13964056,55.63842435,1582010,64.01639786
Fragile and conflict affected situations,2004,39.59286459,8.36183076,31.7323296,5.664657342,25.86270573,455.3318433,6.278594108,809.6905572,63.12842178,54.90542637,55.2545865,56.10280396,1619290,63.66591274
Fragile and conflict affected situations,2005,37.27404795,8.633282426,32.54610173,5.414040154,25.58369047,452.0935979,8.584884443,993.2661778,63.33919907,57.56560192,57.77938453,56.5966202,1717380,63.31282923
Fragile and conflict affected situations,2006,42.75882841,8.778170516,33.37090116,5.228507303,25.52839211,471.5733702,7.199751289,1213.178791,64.62336731,59.28025173,59.46386439,57.11004197,1721770,62.95752688
Fragile and conflict affected situations,2007,45.89610613,8.62699567,34.20877941,5.117997028,25.56540076,462.5982697,6.740117132,1462.215603,60.51327896,60.62438933,61.89124993,57.6301199,1751780,62.65802314
Fragile and conflict affected situations,2008,44.51992881,8.731038484,35.06721976,5.093694267,25.52030798,454.7831395,9.14933061,1839.925984,60.53364944,64.8958859,64.65008644,58.14518313,1817190,62.2551491
Fragile and conflict affected situations,2009,44.14961424,8.873502958,35.95055378,5.119298005,25.55366073,448.2124625,1.645181868,1704.765324,60.02249146,69.89593784,69.59310786,58.64454018,1844030,61.84560881
