Country,Year,Access to Electricity(%),Food Production Index,Population Density,Unemployed Labour(%),"Road Accident Mortality(per 100,000 people)",Electric power consumption(kWh/Capita),GDP Deflator,GDP/Capita($),Literacy Rate Adult,Immunization(Measles %),Immunization(DPT %),Life Expectancy at Birth,Total greenhouse gas emissions (kt of CO2 equivalent),Rural Population(%)
Jordan,2010,100,88.26,81.7925321,12.5,22.4,1845.338338,8.077456097,3736.645462,92.55104065,98,98,73.428,27430,13.912
Jordan,2011,99.71602631,91.19,86.31288579,12.9,25.3,1846.700017,5.910510958,3852.890025,95.90444946,98,98,73.581,28550,12.828
Jordan,2012,99.5,89.33,91.1237103,12.2,23.7,1917.808524,4.606815226,3910.346894,97.89031982,98,98,73.722,32120,11.815
Jordan,2013,99.76028442,89.98,95.95620635,12.6,23.9,1854.327366,6.143623889,4044.426869,97.89031982,97,98,73.851,32420,10.875
Jordan,2014,99.88537598,94.2,100.4598108,11.9,23.9,1864.932387,3.445323563,4131.44735,97.89031982,98,98,73.969,34680,10
Kazakhstan,2000,99.47368622,56.66,5.513066637,12.75,14.2,3169.523341,17.42640268,1229.001247,99.73240662,99,97,65.45,148040,43.902
Kazakhstan,2001,99.65,66.07,5.503698559,10.43,16.2,3512.035501,10.15643264,1490.92709,99.73240662,95,95,65.76,148590,43.829
Kazakhstan,2002,99.81,68.19,5.503925621,9.33,16.6,3558.327279,5.803224097,1658.030785,99.73240662,95,95,65.95,165640,43.756
Kazakhstan,2003,99.92,68.16,5.522472497,8.78,18.8,3768.792568,11.73852465,2068.123979,99.73240662,99,99,65.74,176830,43.683
Kazakhstan,2004,99.96,66.81,5.560982331,8.4,25.4,3859.192816,16.13162699,2874.288483,99.73240662,99,82,66.06,193870,43.61
Kazakhstan,2005,100,71.73,5.610634145,8.13,31.1,4012.073919,17.87482725,3771.278957,99.73240662,99,98,65.86,206300,43.537
Kazakhstan,2006,99.76654765,76.85,5.670291143,7.79,39.8,4261.212294,21.55170891,5291.575305,99.73240662,99,99,66.15,227660,43.464
Kazakhstan,2007,100,84.58,5.735523206,7.26,39.5,4487.28613,15.5270973,6771.414797,99.73240662,99,93,66.34,235720,43.391
Kazakhstan,2008,100,78.42,5.843959699,6.63,29.2,4658.571898,20.93653821,8458.017154,99.73240662,99,99,67.11,282130,43.318
Kazakhstan,2009,100,90.19,5.960966774,6.55,25.6,4447.324403,4.691085074,7165.223175,99.73240662,99,98,68.39,251220,43.245
Kazakhstan,2010,100,77.77,6.045809534,5.77,25.9,4728.011591,19.5422854,9070.488253,99.78163147,99,99,68.45,277300,43.173
Kazakhstan,2011,99.79746835,104.61,6.132978479,5.39,24,4892.734896,20.54295827,11634.0012,99.78163147,99,99,68.69,294130,43.1
Kazakhstan,2012,100,81.65,6.219983702,5.29,23.6,5180.65351,4.785569806,12386.69927,99.78163147,96,99,69.52,294140,43.027
Kazakhstan,2013,100,93.29,6.310164463,5.2,22.8,5345.468427,9.499081441,13890.63096,99.78163147,99,98,70.62,307440,42.954
Kazakhstan,2014,100,94.63,6.40378005,5.06,19.3,5600.208465,5.77123953,12807.26069,99.78163147,99,95,71.44,258090,42.882
Kenya,2000,15.14182186,55.98,56.16290719,2.93,26.4,104.3968793,6.079848488,397.4826588,82.22908602,78,82,50.921,39680,80.108
Kenya,2001,17.0676403,62.23,57.71614893,2.91,26.5,113.8862396,1.573120299,395.3294716,81.34233442,77,80,51.101,39200,79.761
Kenya,2002,18.98517036,65.16,59.30306427,2.94,26.5,113.1200738,0.933205556,389.5426302,80.34536365,78,84,51.606,40100,79.409
Kenya,2003,16,67.04,60.93189901,2.94,26.2,118.689293,6.197313239,429.787819,78.34667608,72,73,52.41,41070,79.052
Kenya,2004,22.79066277,68.89,62.61248023,2.91,25.9,125.8584649,7.126841556,451.6687666,76.07804234,73,73,53.475,43690,78.69
Kenya,2005,24.67642593,79.33,64.35129669,2.86,26.3,128.164183,4.899649719,511.6163943,77.07587677,69,76,54.732,44060,78.325
Kenya,2006,26.55305481,83.11,66.15075201,2.77,25.8,135.8600415,23.53013325,685.9544229,75.24508755,77,80,56.093,44530,77.955
Kenya,2007,28.42663383,84.67,68.00775556,2.69,25.8,139.4359842,8.129485595,825.666555,72.1570282,80,81,57.463,61330,77.58
Kenya,2008,30.30339813,87.48,69.91598552,2.66,25.9,138.8721909,15.15117496,902.0699578,73.2245545,90,88,58.76,62660,77.2
Kenya,2009,23,91.71,71.86596971,2.83,26.1,139.7982553,11.63730368,905.1316534,74.24255045,88,88,59.932,63080,76.817
Kenya,2010,19.2,96.1,73.8494641,2.86,25.7,147.8443701,2.091675657,951.68778,75.08789835,86,90,60.959,64700,76.429
Kenya,2011,36.01516342,91.87,75.86581509,2.86,25.7,148.7090613,10.79392242,971.6330365,76.02567608,87,96,61.851,67080,76.031
Kenya,2012,37.96532059,96.04,77.91311277,2.86,26.6,150.4392902,9.379780652,1136.869893,78.09567665,93,94,62.659,66430,75.624
Kenya,2013,39.93959045,98.19,79.98029659,2.87,26.4,160.9842323,5.168744422,1210.385435,77.10136786,94,87,63.419,68440,75.206
Kenya,2014,36,97.7,82.05373546,2.82,26.6,164.3252601,8.068285543,1315.802225,78.73303986,95,92,64.135,71370,74.779
"Korea, Rep.",2000,100,96.45,487.3326871,4.4,25.6,5906.959333,1.021765005,12256.99357,97.96594238,95,97,75.9097561,511790,20.379
"Korea, Rep.",2001,100,96.31,489.6647095,4,21,6309.203405,3.478499147,11561.24837,97.96594238,96,97,76.41219512,528550,20.06
"Korea, Rep.",2002,100,92.76,492.2485381,3.3,18.6,6673.937704,3.033139646,13165.06574,97.96594238,97,97,76.76585366,521370,19.701
"Korea, Rep.",2003,100,90.52,494.7554752,3.6,18.8,6977.317662,3.449993463,14672.85747,97.96594238,96,97,77.21463415,529250,19.348
"Korea, Rep.",2004,100,91.92,496.6176307,3.7,16.6,7390.794147,3.127880288,16496.12009,97.96594238,99,88,77.66585366,553340,18.998
"Korea, Rep.",2005,100,91.99,497.5174084,3.7,16.1,7796.314674,1.041401492,19402.50263,97.96594238,99,96,78.16829268,548760,18.655
"Korea, Rep.",2006,100,92.63,499.9823699,3.5,15.9,8039.796283,-0.223195612,21743.47745,97.96594238,99,98,78.66829268,557070,18.472
"Korea, Rep.",2007,100,93.35,502.3074494,3.2,15.4,8462.206543,2.419195944,24086.41044,97.96594238,92,91,79.1195122,565860,18.369
"Korea, Rep.",2008,100,96.31,505.7707805,3.2,15,8772.287463,2.826302301,21350.42798,97.96594238,92,94,79.51707317,579950,18.267
"Korea, Rep.",2009,100,97.98,508.0139604,3.6,14.7,8877.574933,3.608644126,19143.85161,97.96594238,93,94,79.96829268,593600,18.165
"Korea, Rep.",2010,100,93.54,509.8159671,3.7,13.7,9716.126081,2.737496837,23087.22564,97.96594238,98,94,80.11707317,646420,18.064
"Korea, Rep.",2011,100,89.89,513.8042803,3.4,12.8,10129.95709,1.281863806,25096.26388,97.96594238,99,99,80.56829268,670790,18.077
"Korea, Rep.",2012,100,93.82,515.8755832,3.2,12.7,10305.32898,1.25180817,25466.76052,97.96594238,99,99,80.8195122,675290,18.149
"Korea, Rep.",2013,100,98.31,517.6122698,3.1,11.8,10384.62216,1.018543805,27182.73431,97.96594238,99,99,81.27073171,675000,18.221
"Korea, Rep.",2014,100,102.03,520.8524992,3.5,10.9,10496.51367,0.906896751,29249.57522,97.96594238,99,99,81.72195122,664250,18.293
Kuwait,2000,100,39.03,114.7656004,0.8,26.1,14066.14663,20.52171018,18440.37852,93.27445984,99,98,73.142,53600,1
Kuwait,2001,100,38.11,118.0287879,0.8,23.6,14513.57004,-7.718710775,16587.24865,93.27445984,99,99,73.21,57500,0.092
Kuwait,2002,100,41.19,119.9209315,1.1,23.5,15143.72311,5.148289825,17846.37616,93.27445984,97,99,73.28,60450,0
Kuwait,2003,100,45.37,121.303367,1.3,26,16387.66373,4.920650194,22148.37815,93.27445984,97,99,73.355,63030,0
Kuwait,2004,100,45.37,123.4847363,1.7,25.4,16686.22285,11.37126793,27011.654,93.27445984,97,98,73.439,67170,0
Kuwait,2005,100,49.16,127.3959596,1.49,29.5,17076.49912,21.77101179,35591.03713,93.27445984,99,99,73.538,75260,0
Kuwait,2006,100,52.68,133.2020763,1.3,29,17765.80565,16.17636285,42781.56475,93.28211975,99,99,73.66,78270,0
Kuwait,2007,100,57.91,140.5177329,1.5,29.5,17093.27299,4.307362207,45782.14857,93.6641922,99,99,73.807,77930,0
Kuwait,2008,100,55.21,149.0465769,1.75,28.5,17031.18588,18.66294273,55494.9301,93.89830017,99,99,73.976,82730,0
Kuwait,2009,100,69.81,158.3075758,1.64,25.6,16519.0793,-17.16653745,37561.72593,93.89830017,99,99,74.162,85480,0
Kuwait,2010,100,67.39,167.894725,1.82,20.1,16757.33417,11.10335058,38577.49828,94.4690094,98,98,74.358,89240,0
Kuwait,2011,100,97.94,177.7808081,2.07,22.1,15900.92846,17.25834294,48631.7834,94.4690094,99,99,74.55,93590,0
Kuwait,2012,100,101.54,187.9265993,2.3,24.7,16053.85965,7.459187013,51979.12069,95.51316833,99,98,74.728,97460,0
Kuwait,2013,100,99.9,197.8890011,2.56,21.6,15195.17738,0.222867987,49388.05338,95.58582306,99,99,74.885,100560,0
Kuwait,2014,100,98.42,207.1234007,2.9,19,15590.61258,-6.757912727,44062.34091,95.58582306,94,95,75.019,100320,0
Kyrgyz Republic,2000,99.57141113,77.58,25.53910323,7.54,12.4,1696.064021,27.16173805,279.6195693,99.24343109,98,99,68.55853659,9660,64.702
Kyrgyz Republic,2001,99.57012177,82.57,25.78258603,7.84,14.2,1445.875715,7.332974144,308.4096116,99.24343109,99,99,68.70731707,9070,64.704
Kyrgyz Republic,2002,100,79.22,26.02033368,12.55,14.6,1365.94065,2.025295581,321.7270332,99.24343109,98,98,68.15609756,10030,64.705
Kyrgyz Republic,2003,99.54150391,81.2,26.29457769,9.92,17.9,1644.359844,3.974562426,380.5064324,99.24343109,99,98,68.25609756,10670,64.707
Kyrgyz Republic,2004,99.51182556,82.97,26.61470282,8.53,18.7,1417.908986,5.10869479,433.2349766,99.24343109,99,99,68.15365854,10820,64.708
Kyrgyz Republic,2005,99.44230769,79.46,26.91657977,8.11,17.6,1374.307519,7.128622279,476.55213,99.24343109,99,98,67.95609756,10500,64.71
Kyrgyz Republic,2006,98.89,81.06,27.20750782,8.27,20.5,1377.433696,9.391617791,543.1107024,99.24343109,97,92,67.69512195,10610,64.711
Kyrgyz Republic,2007,99.54,82.95,27.46819604,8.1,21.8,1456.229595,14.87655223,721.7686908,99.24343109,99,94,67.89512195,11860,64.713
Kyrgyz Republic,2008,99.51,84,27.73044838,8.22,21.8,1378.720364,22.2159884,966.3936272,99.24343109,99,95,68.45121951,13030,64.715
Kyrgyz Republic,2009,99.5,89.22,28.06725756,8.41,19.9,1323.723367,4.035303862,871.2243893,99.24343109,99,95,69.10243902,12660,64.716
Kyrgyz Republic,2010,99,87.08,28.40406674,8.64,18,1371.721214,10.03390355,880.0377751,99.24343109,99,96,69.3,12330,64.694
Kyrgyz Republic,2011,98.32,88.05,28.75182482,8.53,19.3,1649.258332,22.48184223,1123.883168,99.24343109,97,96,69.60243902,13750,64.648
Kyrgyz Republic,2012,99.8,87.68,29.2346194,8.43,19.1,1809.102582,8.65631681,1177.974735,99.24343109,98,96,70.00243902,16340,64.577
Kyrgyz Republic,2013,98.93,92.03,29.82064651,8.33,20.2,1887.020071,3.175188135,1282.437162,99.24343109,99,97,70.20243902,15870,64.483
Kyrgyz Republic,2014,99.8,93.32,30.42492179,8.05,17.3,1941.221832,8.415225441,1279.769783,99.24343109,96,96,70.40243902,16410,64.365
Late-demographic dividend,2000,95.77771456,0.134071107,45.896217,5.210171765,21.92233672,1538.874558,5.606065146,1662.953171,91.18414307,88.37859505,88.54721523,70.90347725,9882350,54.39659699
Late-demographic dividend,2001,96.20345812,0.137620625,46.22808116,5.359340061,22.30377193,1592.009372,4.718960972,1706.542606,91.58641052,89.11033401,89.11110332,71.2118507,10197800,53.51823913
Late-demographic dividend,2002,96.59928081,0.14254012,46.53952675,5.536390989,22.55482967,1679.762377,3.960763092,1795.753561,91.90461731,89.04217465,88.51297273,71.49968247,10612520,52.56707777
Late-demographic dividend,2003,96.85027946,0.145895926,46.84408486,5.807677723,22.01617737,1829.509508,5.224517304,2033.318427,92.29730988,88.95379054,89.92016303,71.79174156,11408200,51.59793729
Late-demographic dividend,2004,97.10577921,0.152297354,47.14518473,5.623968532,21.74376176,1986.859043,6.845449747,2429.109082,92.54673004,90.00214453,90.39034241,72.11890428,12358170,50.61241736
Late-demographic dividend,2005,97.5736733,0.155659574,47.44937416,5.542662916,21.88079084,2134.405521,6.896936516,2913.386574,92.87256622,90.32384589,90.88625378,72.40187218,13190600,49.61493181
Late-demographic dividend,2006,98.24238163,0.159632856,47.7550201,5.277940853,21.74363529,2341.187038,6.774274099,3494.157631,93.09867096,94.31546181,94.38226083,72.75648176,14047680,48.63171222
Late-demographic dividend,2007,97.93813648,0.163804884,48.05062203,5.000631427,21.98116756,2555.988628,7.749686493,4375.129278,94.08682251,94.43720542,94.27482422,73.08178549,14779160,47.65278388
Late-demographic dividend,2008,98.24329693,0.173258741,48.35324368,5.071398063,21.53474067,2657.530238,8.023536405,5405.04597,94.30425262,96.81484766,96.80244025,73.37756343,15239730,46.66625622
Late-demographic dividend,2009,97.88958605,0.176262162,48.65601502,5.472496616,21.05844335,2740.492929,1.826703689,5190.82742,94.5845871,98.01298818,98.07668849,73.70307665,15586440,45.67961487
Late-demographic dividend,2010,98.46563233,0.178806893,48.94743129,5.174448508,20.95750531,3011.249012,4.493106682,6188.950491,94.60774994,98.13266855,97.77948352,73.98341298,16740450,44.69262244
Late-demographic dividend,2011,98.65957939,0.187390465,49.23919181,5.035186293,21.19344786,3248.834875,4.593225141,7497.818261,95.12831879,97.99888608,97.84908743,74.31732534,17778890,43.76209257
Late-demographic dividend,2012,98.75820336,0.18978168,49.53341671,5.040167636,20.89236327,3393.943657,3.4408803,7973.238391,95.30020142,98.12280019,97.71302507,74.60918305,18217950,42.85523683
Late-demographic dividend,2013,98.92985657,0.195854963,49.83214538,5.001848463,20.18940209,3591.058609,2.163370027,8541.808216,95.36569977,98.20385033,96.01199705,74.91808628,18722310,41.95732539
Late-demographic dividend,2014,98.94086967,0.199403335,50.13688291,4.91752437,19.54342116,3709.089296,2.003480469,8812.840637,95.53117371,97.9832524,97.35757367,75.19808018,18733120,41.06279815
Latin America & Caribbean,2000,91.69891358,0.124124996,25.98962815,9.16140121,17.5971841,1599.862634,3.539308495,4400.069279,89.03314972,93.54163933,90.65471055,71.68738957,2422030,24.52177589
Latin America & Caribbean,2001,92.35087019,0.128828804,26.35782403,8.743802968,17.823965,1567.722628,3.59706155,4244.117237,89.12870026,94.73960719,90.04098964,71.99312403,2456180,24.16301923
Latin America & Caribbean,2002,92.645728,0.132690057,26.71971279,9.083827829,17.96506567,1593.597679,3.718391973,3756.640276,89.2387619,93.52327693,91.3354546,72.28763379,2499870,23.83347972
Latin America & Caribbean,2003,92.76547971,0.139903833,27.07346807,8.921246216,17.82885413,1667.755614,4.718566729,3786.648645,90.00466919,93.96156172,92.57222248,72.56226154,2558770,23.51173618
Latin America & Caribbean,2004,93.24900691,0.143877891,27.42228395,8.383785418,18.35531079,1702.200139,6.451983852,4308.523765,89.98625183,93.21829033,93.22767217,72.8191972,2648180,23.20347312
Latin America & Caribbean,2005,93.57878098,0.148505531,27.76719901,7.921447758,18.43922657,1755.46308,5.940795568,5144.964704,90.46388245,92.85167813,93.58934732,73.06052666,2714500,22.90099187
Latin America & Caribbean,2006,94.2890728,0.154010217,28.10817275,7.256014467,18.76389423,1802.779197,6.389222408,5956.998289,90.47693634,94.34298171,93.43732386,73.28745866,2760170,22.60173662
Latin America & Caribbean,2007,94.56138257,0.162998214,28.44514578,6.86315763,19.14231268,1864.206588,6.375092898,6934.713681,91.05056,93.87597802,92.81856867,73.50178524,2851600,22.30604467
Latin America & Caribbean,2008,95.25249603,0.169392573,28.77906136,6.490773399,19.59667968,1917.587563,7.602439108,7965.24585,91.28936768,95.11840627,92.11891683,73.70415657,2921670,22.01614293
Latin America & Caribbean,2009,95.43630872,0.164174277,29.11068243,7.485787984,19.19310009,1897.86533,3.624070096,7401.318856,91.66851044,94.11788564,93.71191726,73.9041865,2893210,21.73296996
Latin America & Caribbean,2010,96.11715379,0.173891097,29.43513004,6.94636838,19.14702074,1988.326579,4.436118059,9074.405415,91.64585876,93.44827352,93.26997092,74.09722025,3005820,21.45430634
Latin America & Caribbean,2011,96.18682893,0.179902933,29.76409589,6.474950493,19.2309357,2078.518031,5.644152132,10204.05943,92.23796082,94.50685432,92.84953068,74.28311752,3070480,21.17483617
Latin America & Caribbean,2012,96.55893103,0.17853287,30.09155708,6.392243707,19.55856259,2130.839991,3.598221244,10198.20467,92.46115875,95.21025454,93.17997471,74.46145444,3136970,20.90047604
Latin America & Caribbean,2013,96.85531932,0.189481279,30.41962054,6.341959807,19.04051101,2152.557242,2.779278519,10339.76169,92.50705719,91.63226542,89.58061928,74.63279792,3189730,20.63254255
Latin America & Caribbean,2014,97.02997334,0.193024532,30.73979502,6.167784805,18.97914773,2157.896898,2.633883778,10432.98307,92.94821167,92.73917191,88.622357,74.7990465,3223830,20.36993963
Latin America & Caribbean (excluding high income),2000,91.00172704,0.123910087,25.90262317,8.862171879,17.09897838,1504.497856,5.606065146,4198.440237,88.68908691,94.00252201,91.38461896,71.45222166,2067420,25.67699304
Latin America & Caribbean (excluding high income),2001,91.6800378,0.12882145,26.2718164,8.425325202,17.27354262,1461.745179,6.040738836,4024.204344,88.7828598,94.54194702,90.95035078,71.76704962,2100010,25.30530942
Latin America & Caribbean (excluding high income),2002,92.0018544,0.13290919,26.63445059,8.634592724,17.46404517,1485.474871,5.131939922,3569.26473,88.8950882,94.07463924,92.63125153,72.06815787,2134710,24.95060814
Latin America & Caribbean (excluding high income),2003,92.29931311,0.140663432,26.98852336,8.439809559,17.36503948,1564.817375,5.331077194,3607.508458,89.70629883,94.53630057,93.88081169,72.35139475,2200060,24.59859645
Latin America & Caribbean (excluding high income),2004,92.68925947,0.144662276,27.33756652,7.958024032,17.89498967,1590.040221,6.775237839,4063.397337,89.68012238,93.93874924,93.6382238,72.61821842,2277910,24.2614593
Latin America & Caribbean (excluding high income),2005,93.05624537,0.148794998,27.68287767,7.697779329,18.04555043,1640.884868,5.940795568,4856.098937,90.17938232,93.88189369,94.01579328,72.86918568,2325060,23.93049301
Latin America & Caribbean (excluding high income),2006,93.76464153,0.154271495,28.02505442,7.091482512,18.1682295,1680.795531,6.774274099,5604.909694,90.18083191,95.16237426,94.73300359,73.10486464,2371870,23.60270011
Latin America & Caribbean (excluding high income),2007,94.12030466,0.164142847,28.36397952,6.756923517,18.43278364,1740.982744,6.625507168,6544.606529,90.70818329,94.32714655,94.55719696,73.32899691,2451660,23.27848575
Latin America & Caribbean (excluding high income),2008,94.87735242,0.170802341,28.69988168,6.377623877,18.83127217,1792.644654,8.778552726,7484.449906,90.98342896,95.23424528,94.54802958,73.54395204,2502860,22.9607007
Latin America & Caribbean (excluding high income),2009,95.04182829,0.165042319,29.0328114,7.394029204,18.49574071,1773.631203,3.647964919,6876.753438,91.38371277,94.57107989,94.2865489,73.75202251,2469210,22.6506725
Latin America & Caribbean (excluding high income),2010,95.78168588,0.175069846,29.35709271,6.839606956,18.74018955,1864.518667,4.676043295,8504.473849,91.39028931,94.33106573,94.22273326,73.95428629,2582820,22.34612838
Latin America & Caribbean (excluding high income),2011,95.87425649,0.180782178,29.68584571,6.376490623,18.9034116,1950.48911,5.842873195,9821.029308,92.01399994,95.12340798,93.71519583,74.15197747,2638940,22.04051436
Latin America & Caribbean (excluding high income),2012,96.24895903,0.17953823,30.01185795,6.330526501,19.0502296,1997.168956,4.622352898,9674.39298,92.23848724,95.87561133,94.00922807,74.34505753,2681340,21.74023091
Latin America & Caribbean (excluding high income),2013,96.58699565,0.191373967,30.34096902,6.245154341,18.40167391,2017.968571,3.358446346,9829.36977,92.31037903,92.06807759,89.9826244,74.53323932,2727860,21.4461165
Latin America & Caribbean (excluding high income),2014,96.72651708,0.195059488,30.67015551,6.046322852,18.39875563,2054.249728,2.860311607,9775.879638,92.76419067,92.83576568,89.06558025,74.71799683,2768670,21.15540355
Latin America & the Caribbean (IDA & IBRD countries),2000,91.50401708,0.123282906,25.3555594,9.235127765,17.63368276,1608.559824,5.400736528,4312.574979,88.73613739,93.53543625,90.58997565,71.53435678,2371450,24.64761287
Latin America & the Caribbean (IDA & IBRD countries),2001,92.19415158,0.12809387,25.72345647,8.8243586,17.9060589,1575.254501,4.343759775,4136.456542,88.83763123,94.72234707,89.92390968,71.84355669,2406500,24.28060132
Latin America & the Caribbean (IDA & IBRD countries),2002,92.5153017,0.131952545,26.08368182,9.183210525,18.0693416,1601.012307,4.303980388,3627.949226,88.95333862,93.46438423,91.23371533,72.13921074,2451340,23.94381645
Latin America & the Caribbean (IDA & IBRD countries),2003,92.61750352,0.139250149,26.43729391,9.033976526,17.9698827,1676.432852,5.54540898,3649.529348,89.74697876,93.90013109,92.83809398,72.41716322,2510970,23.61382266
Latin America & the Caribbean (IDA & IBRD countries),2004,93.11400632,0.143185826,26.7864367,8.49955492,18.50430161,1711.864667,7.517547084,4171.391187,89.72917938,93.14715696,93.29274209,72.67840841,2600920,23.29643093
Latin America & the Caribbean (IDA & IBRD countries),2005,93.45222538,0.148356487,27.13247639,8.016780366,18.58530941,1766.517369,6.418866042,5014.231943,90.22467041,92.79386158,93.64547557,72.92378548,2667180,22.98502301
Latin America & the Caribbean (IDA & IBRD countries),2006,94.18238791,0.154209072,27.47562228,7.337965468,18.95839729,1813.252015,6.707759436,5823.437678,90.24040222,94.32826821,93.49040922,73.15408652,2711870,22.67685904
Latin America & the Caribbean (IDA & IBRD countries),2007,94.46144411,0.16313995,27.81561887,6.939063048,19.36314363,1874.226779,6.638004721,6812.366805,90.8343277,93.84472202,92.8151347,73.37328115,2802150,22.37242514
Latin America & the Caribbean (IDA & IBRD countries),2008,95.1711646,0.169574882,28.15280819,6.557464075,19.81497757,1928.166818,8.401044566,7861.741278,91.08239746,95.08850349,92.08748706,73.58362603,2872380,22.07417875
Latin America & the Caribbean (IDA & IBRD countries),2009,95.3583136,0.164244507,28.48750027,7.554170026,19.40555995,1907.607403,3.849374989,7278.974799,91.47849274,94.05918807,93.68434632,73.7868999,2835830,21.78308053
Latin America & the Caribbean (IDA & IBRD countries),2010,96.05726764,0.174287316,28.81446318,6.978301253,19.36830432,2000.345291,5.022299126,8991.087026,91.45825195,93.38617955,93.23720981,73.98334578,2952290,21.49684087
Latin America & the Caribbean (IDA & IBRD countries),2011,96.12511565,0.180294238,29.14729207,6.484296288,19.45815264,2091.62072,5.843376405,10139.62059,92.06757355,94.45745245,92.79851228,74.17297212,3017670,21.20938448
Latin America & the Caribbean (IDA & IBRD countries),2012,96.50473594,0.178838928,29.47727466,6.40078604,19.78088016,2144.534073,4.344139933,10123.72578,92.29743958,95.16873532,93.10938122,74.35526705,3082130,20.92744513
Latin America & the Caribbean (IDA & IBRD countries),2013,96.80510929,0.189874819,29.80405317,6.35235566,19.25583516,2165.503985,3.462466607,10261.55107,92.34657288,91.54325803,89.46094789,74.5302464,3137460,20.65157521
Latin America & the Caribbean (IDA & IBRD countries),2014,96.98046829,0.193480543,30.12720015,6.188680484,19.18843289,2170.572385,2.858659046,10350.15899,92.80142212,92.66120924,88.48836068,74.7001817,3172570,20.38078395
Latvia,2000,100,62.21,38.06595279,14.21,29.2,2082.321387,3.612190385,3357.586436,99.74656677,97,96,70.31463415,10490,31.933
Latvia,2001,100,61.43,37.57749695,13.82,25.9,2213.360603,2.292184594,3573.302729,99.74656677,98,97,70.76097561,11020,32.05
Latvia,2002,100,64.93,37.14343366,13.83,25.8,2307.186518,5.08561786,4131.800002,99.74656677,98,97,70.96097561,11060,32.15
Latvia,2003,100,64.93,36.78620812,12.06,24.6,2493.930169,4.936201127,5135.352925,99.74656677,98,98,71.26585366,11170,32.2
Latvia,2004,100,66.24,36.38693807,11.71,23.5,2607.45996,6.802051431,6363.723387,99.74656677,98,99,72.02682927,11250,32.1
Latvia,2005,100,73.59,35.9958679,10.03,21.4,2777.38198,11.16599717,7575.183393,99.74656677,98,99,71.35609756,11410,32
Latvia,2006,100,69.64,35.66719725,7.03,20,2966.609973,12.43658993,9699.721662,99.74656677,98,96,70.86585366,11940,32.033
Latvia,2007,100,79.02,35.37727507,6.05,20.1,3169.077295,20.07159888,14091.04765,99.74656677,95,94,71.0195122,12360,32.1
Latvia,2008,100,80.37,35.00742813,7.74,18.5,3213.12144,11.62475318,16422.11198,99.74656677,96,94,72.4195122,12010,32.166
Latvia,2009,100,77.5,34.44305243,17.52,12.3,3026.611489,-9.727518901,12288.21383,99.74656677,92,94,73.0804878,11220,32.186
Latvia,2010,100,73.28,33.70107648,19.48,11.8,3229.951062,-0.417669763,11379.79806,99.74656677,95,92,73.48292683,12390,32.159
Latvia,2011,100,73.51,33.1142926,16.21,9,3264.05332,6.373129188,13776.08878,99.89589691,92,92,73.57560976,11750,32.131
Latvia,2012,100,87.12,32.71661306,15.05,10.1,3587.932866,3.598069364,13923.47398,99.89589691,90,91,73.77804878,11540,32.103
Latvia,2013,100,84.64,32.36287184,11.87,9.9,3472.541385,1.637922699,15122.73528,99.89589691,96,94,73.98292683,11490,32.075
Latvia,2014,100,88.75,32.08532346,10.85,12.4,3507.404521,1.916671673,15713.53697,99.89589691,95,92,74.12439024,11440,32.048
Least developed countries: UN classification,2000,19.21503457,6.787993568,32.46259952,4.193048365,23.52632661,89.29041202,6.850891463,327.558791,51.64733124,57.06910452,57.44729456,55.47978628,999240,74.97591375
Least developed countries: UN classification,2001,22.04132313,7.523665424,33.28685078,4.24534819,23.70083711,98.57489799,6.327906937,308.4602436,52.2954216,58.14989514,58.72753823,55.97573305,1007220,74.58855139
Least developed countries: UN classification,2002,25.24474532,7.72106783,34.13437215,4.375683772,24.03603969,102.915848,4.755219574,330.9095476,52.94678879,59.50382745,60.46542524,56.50274794,1058720,74.17072771
Least developed countries: UN classification,2003,26.64197463,8.491922755,35.00007856,4.490290912,24.25534046,110.6890755,6.515389772,361.2649149,53.79362869,62.28067399,64.25175155,57.0610828,1116590,73.73831128
Least developed countries: UN classification,2004,26.77070381,8.367012592,35.65203038,4.460681327,24.43828503,124.8076822,6.701647142,403.2034652,55.00780869,65.05911348,69.22990564,57.64678114,1141720,73.30461614
Least developed countries: UN classification,2005,26.26051318,8.692366574,36.52866932,4.426882688,24.59925676,130.8159958,7.562699745,462.4147011,54.78102112,67.02757887,70.16204967,58.25570484,1191450,72.85760253
Least developed countries: UN classification,2006,30.33444649,8.809656793,37.4091582,4.257743781,24.35955009,141.4065855,7.27989528,528.125404,53.78543854,68.10499269,71.93273998,58.88310501,1210930,72.4169841
Least developed countries: UN classification,2007,31.00790359,8.736464929,38.29691624,4.237994461,24.1287397,146.4646327,7.162434668,624.9032409,53.34183121,71.87812927,73.7425954,59.52027806,1264740,72.02137676
Least developed countries: UN classification,2008,32.66388764,8.812348739,39.19775379,4.213287343,24.12613669,147.509402,10.06141505,748.8549674,55.55593872,71.71974617,74.13641101,60.15664525,1310960,71.53477811
Least developed countries: UN classification,2009,33.19479776,9.011697425,40.11857673,4.460170206,24.28972235,155.4000252,2.554771555,743.7347225,56.15462875,74.921634,76.2509655,60.78301471,1347030,71.03883899
Least developed countries: UN classification,2010,33.48422907,8.646833312,41.06422763,4.511491269,24.29340062,169.6653457,6.391195051,828.3078703,56.6507988,76.50101494,75.82001248,61.38893391,1402010,70.53468478
