Country Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
St. Lucia,620,680,640,690,680,650,680,600,610,1340,700,680,830,640,690
Latin America & Caribbean,2422030,2456180,2499870,2558770,2648180,2714500,2760170,2851600,2921670,2893210,3005820,3070480,3136970,3189730,3223830
Least developed countries: UN classification,999240,1007220,1058720,1116590,1141720,1191450,1210930,1264740,1310960,1347030,1402010,1441370,1497210,1553150,1607010
Low income,745220,746220,777840,811000,828530,874240,890980,915900,957490,956780,981380,982520,1007320,1011280,1040790
Liechtenstein,240,240,250,260,260,260,260,240,260,240,230,210,220,230,200
Sri Lanka,21200,21040,22040,23260,23470,25460,23920,24890,25200,24350,25590,28490,29860,27740,30600
Lower middle income,5384390,5484590,5600490,5789890,5964770,6146240,6379980,6685230,6839860,6990650,7234560,7514210,7719030,7844500,8134560
Low & middle income,16936130,17351810,17929820,18987150,20161830,21243460,22374440,23491830,24188260,24664510,26122260,27474750,28164440,28784830,29139510
Lesotho,4080,4080,3930,4010,3990,4190,4260,4460,4530,4750,4900,5100,5280,5280,5390
Late-demographic dividend,9882350,10197800,10612520,11408200,12358170,13190600,14047680,14779160,15239730,15586440,16740450,17778890,18217950,18722310,18733120
Lithuania,19620,20060,20420,20600,21580,22720,22850,23850,23280,19710,20520,19980,19900,19000,18550
Luxembourg,9400,9960,10740,11150,12590,12820,12620,12030,11960,11380,11980,11830,11580,11050,10560
Latvia,10490,11020,11060,11170,11250,11410,11940,12360,12010,11220,12390,11750,11540,11490,11440
"Macao SAR, China",,,,,,,,,,,,,,,
St. Martin (French part),,,,,,,,,,,,,,,
Morocco,52470,56360,58160,58430,62980,65870,68420,69660,72630,73210,77020,82170,84440,85260,87050
Monaco,,,,,,,,,,,,,,,
Moldova,11460,11680,11820,12430,12410,12700,12360,12580,12450,11770,12530,12690,12450,11590,12220
Madagascar,27550,26490,24370,26890,25760,29510,28270,29720,28530,29120,29190,29120,30480,29200,29680
Maldives,560,590,720,640,860,840,1000,1010,1020,1080,1140,1220,1380,1390,1650
Middle East & North Africa,1810390,1891760,1969060,2033910,2142870,2287270,2409890,2519390,2644660,2746250,2846690,2884970,3008480,3052650,3138920
Mexico,531670,529010,534200,556090,563270,586270,609010,630890,660920,645320,650160,664660,659240,652690,645940
Marshall Islands,130,140,150,150,160,170,170,180,170,170,180,180,180,180,190
