Country Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Fiji,,,,,,,,,,,,,,,
France,,,,,,,,,,,,,,,
Faroe Islands,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",,,,,,,,,,,,,,,
Gabon,,,,,,,,,,,,,79.87896729,,
United Kingdom,,,,,,,,,,,,,,,
Georgia,,,99.55284882,,,,,,,,,,,,99.51457977
Ghana,49.79196167,,,,,,,,,,65.29469299,,,,
Gibraltar,,,,,,,,,,,,,,,
Guinea,,,,18.23867989,,,,,,,12.19194984,,,,21.96224976
"Gambia, The",25.06155014,,,,,,,,,,,,,33.57535172,
Guinea-Bissau,27.49420929,,,,,,,,,,,,,,30.76851082
Equatorial Guinea,81.6230011,,,,,,,,,,90.6760788,,,,
Greece,,94.2394104,,,,90.76541138,,91.81246948,,91.84761047,,96.50211334,,,
Grenada,,,,,98.59999847,,,,,,,,,,98.59999847
Greenland,,,,,,,,,,,,,,,
Guatemala,,,63.34138107,,,,,,,,,,72.42803955,72.12758636,76.37065887
Guam,,,,,,,,,,,,,,,
Guyana,,,,,,,,,,87.25198364,,,,,85.03460693
High income,,,,,,,,,,,,,,,
"Hong Kong SAR, China",,,,,,,,,,,,,,,
Honduras,,80.22360229,,,,,,83.45276642,,,84.72502899,84.93026733,85.05148315,85.284729,87.02599335
Heavily indebted poor countries (HIPC),40.81594849,41.66674042,41.4333992,42.32003021,43.62429047,43.18114853,41.61853027,43.44255066,43.68367004,43.84215927,45.07196045,47.49039841,48.98246002,50.05854034,51.10319901
Croatia,,97.08390045,,,,,,,,,,98.66590881,,,
Haiti,,,,54.86146927,,,44.59944916,,,,,,,,
Hungary,,,,,,,,,,,,,,,99.09999847
IBRD only,76.82772827,77.33831787,77.88536072,78.6672821,79.1900177,79.08968353,79.60076904,80.66744232,81.14276886,81.73441315,82.78353882,83.32180023,83.85037231,84.05893707,84.71096039
IDA & IBRD total,71.21520233,71.76101685,72.25527954,72.96640015,73.55480194,73.42250061,74.18534088,74.56230164,75.15997314,75.68325043,76.6105423,77.07472992,77.60944366,77.89491272,78.55718231
IDA total,46.0016098,46.93878174,47.39780045,47.9883194,49.0777092,49.0592308,51.1495285,48.8780899,50.31251907,50.88048172,51.63256836,52.11933899,53.00354004,53.9174118,54.94688034
IDA blend,47.39178085,48.32472992,49.18901825,49.24055099,50.28910065,50.04251862,57.9142189,49.90662003,50.82830048,51.89250183,52.55495071,53.2988205,54.30884933,54.27907181,55.58277893
Indonesia,,,,,86.79959106,,88.78697968,,89.10138702,89.67711639,,90.0687027,,,93.45089722
IDA only,44.76734161,45.71659088,45.98228836,46.84460068,47.96923065,48.06970978,47.31222153,47.87799072,49.59146881,49.92378998,50.73775101,51.10961914,51.9458313,53.34563828,54.25392914
Isle of Man,,,,,,,,,,,,,,,
